Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,69173151868,,69173151868,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"69,17"
Transferencias corrientes,A entidades del gobierno,A entidades territoriales distintas al sistema general de participaciones,"Recursos para cofinanciacion de coberturas en educacion y salud de las entidades territoriales productoras, articulo 145 de la ley 1530 de 2012",189446254800,,189446254800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"189,45"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Apoyo a las universidades públicas - descuento votaciones (ley 403 de 1997),51004602000,,51004602000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,51
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",40554408400,,40554408400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"40,55"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Ley 37 de 1987 - aportes conservatorio del tolima.,2646978400,,2646978400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"2,65"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Monitoreo y vigilancia educación superior para distribuir,1216067600,,1216067600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"1,22"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,4375434637200,,4375434637200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"4375,43"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Comisión nacional intersectorial de aseguramiento de la calidad de la educación superior - conaces,13963430800,,13963430800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"13,96"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Consejo nacional de acreditación - cna,3810712400,,3810712400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"3,81"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Consejo nacional de educación superior - cesu (ley 30 de 1992),820811200,,820811200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,82"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio mayor de bolivar (decreto 1052 de 2006),6010100800,,6010100800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"6,01"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio mayor de antioquia (decreto 1052 de 2006),6567866800,,6567866800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"6,57"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio mayor del cauca (decreto 1052 de 2006),8070392000,,8070392000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"8,07"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio integrado nacional oriente de caldas (decreto 1052 de 2006),3536649600,,3536649600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"3,54"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Cuerpos consultivos del gobierno nacional de servicios publico,710635200,,710635200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,71"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Colegio boyacá (decreto 3176 de 2005 artículo 2),9224485600,,9224485600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"9,22"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Recursos para transferir al fondo nacional de prestaciones sociales del magisterio, previa revision faltante de cesantias",807204464000,,807204464000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"807,2"
Transferencias corrientes,A entidades del gobierno,Sistema general de participaciones,Participación para educación - distribución previo concepto dnp,32695354790873,,32695354790873,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"32695,35"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),57842400,,57842400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,06"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo nacional de prestaciones sociales del magisterio (de pensiones),10070465130000,,10070465130000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"10070,47"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),190053600,,190053600,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,19"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Fondo nacional de prestaciones sociales del magisterio (no de pensiones),1996974430000,,1996974430000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"1996,97"
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales asumidas por el gobierno,Concurrencia nación pasivo pensional leyes 1151/2007 y 1371/2009 (de pensiones),604727142800,,604727142800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"604,73"
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Programas de rehabilitación para adultos ciegos - convenio con el centro de rehabilitación para adultos ciegos -crac-,5077736400,,5077736400,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"5,08"
Transferencias corrientes,A instituciones sin ánimo de lucro que sirven a los hogares,A instituciones sin ánimo de lucro que sirven a los hogares,Cuerpos consultivos,6092732800,,6092732800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"6,09"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,3443000000,,3443000000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"3,44"
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,688600000,,688600000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,69"
Transferencias corrientes,A empresas,Educación,Fundación colegio mayor de san bartolomé (ley 72/83),7304668800,,7304668800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"7,3"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,426932000,,426932000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,43"
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,5508800,,5508800,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,01"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,65955485200,,65955485200,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"65,96"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribucion de valorizacion municipal,,27544000,,27544000,2201,Funcionamiento,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"0,03"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Implementación del plan nacional de innovación tic para la educación urbana y rural  nacional,,11186583133,,11186583133,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"11,19"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Implementación del programa de alimentación escolar en colombia,   nacional",,1480950411396,,1480950411396,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"1480,95"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,Fortalecimiento de la calidad del servicio educativo de primera infancia  nacional,,62148031685,,62148031685,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"62,15"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento de la permanencia en la educación preescolar, básica y media para los niños, niñas adolescentes, jóvenes y adultos  víctimas del conflicto, en situaciones de riesgo y/o emergencia.  nacional",,41023174799,,41023174799,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"41,02"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento a la gestión territorial de la educación inicial, preescolar, básica y media.   nacional",,24666532487,,24666532487,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"24,67"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Mejoramiento de la calidad educativa preescolar, básica y media.  nacional",,339034869899,,339034869899,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"339,03"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Fortalecimiento de la educación con enfoque diferencial para los niños, niñas y jóvenes de los grupos étnicos a nivel  nacional",,1377200000,,1377200000,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"1,38"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Implementación de estrategias de  acceso y permanencia educativa en condiciones de equidad, para la población vulnerable a nivel   nacional",,26642787031,,26642787031,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"26,64"
"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",Intersubsectorial educación,"Construcción , mejoramiento y dotación de espacios de aprendizaje para prestación del servicio educativo e implementación de estrategias de calidad y cobertura   nacional",,595273376246,,595273376246,2201,Inversión,Ministerio de educación nacional,22,Educación,Gestion general,220101,2019,"595,27"
