Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad
Disminución de pasivos,Cesantías,,,,515338599.59999996,515338599.59999996,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,3005201892.0,3005201892.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,633512.0,633512.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,4099580100.0,799671180.0,4899251280.0,1511,A. funcionamiento,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Grupo social y empresarial de la defensa (gsed) competitivo,Intersubsectorial defensa y seguridad,Fortalecimiento de la estructura física de los inmuebles de casur para su rentabilidad y sostenibilidad  nacional,,,11678173980.0,11678173980.0,1511,C. inversion,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Grupo social y empresarial de la defensa (gsed) competitivo,Intersubsectorial defensa y seguridad,Actualización y mejoramiento de  la prestación de servicios tecnológicos a los grupos sociales objetivo de casur  nacional,,,3167560000.0,3167560000.0,1511,C. inversion,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Grupo social y empresarial de la defensa (gsed) competitivo,Intersubsectorial defensa y seguridad,Mejoramiento e innovación del modelo de negocio de casur para generar bienestar a los afiliados y sus familias  nacional,,,1652640000.0,1652640000.0,1511,C. inversion,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,,2754400000.0,2754400000.0,1511,C. inversion,Caja de sueldos de retiro de la policía nacional,15.0,Defensa y policía,Direccion general maritima - dimar,150112
Gastos de personal,Planta de personal permanente,Salario,,,6840552400.0,6840552400.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,2363275200.0,2363275200.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,506809600.0,506809600.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,318133200.0,318133200.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,107421600.0,107421600.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,4305127200.0,4305127200.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Transferencias de excedentes financieros a la nación (art. 16 eop),,179036000000.0,179036000000.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,165264000.0,165264000.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,6644990000.0,6644990000.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",,106169725200.0,106169725200.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Otros bienes transportables (excepto productos metálicos, maquinaria y equipo)",,157041328019.8708,157041328019.8708,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Disminución de pasivos,Cesantías,,,,356694800.0,356694800.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,1798623200.0,1798623200.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,2754400.0,2754400.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,710635200.0,710635200.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,,11017600.0,11017600.0,1512,A. funcionamiento,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,,4820200000.0,4820200000.0,1512,C. inversion,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,,1377200000.0,1377200000.0,1512,C. inversion,Fondo rotatorio de la policía,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Salario,,,10786230400.0,10786230400.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,3717062800.0,3717062800.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,739556400.0,739556400.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,501300800.0,501300800.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,1177506000.0,1177506000.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,10031524800.0,10031524800.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,165264000.0,165264000.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,426932000.0,426932000.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,176281600.0,176281600.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,68860000.0,68860000.0,1516,A. funcionamiento,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel  nacional,,,2966488800.0,2966488800.0,1516,C. inversion,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,"Optimización de los procesos de control, inspección y vigilancia fortaleciéndola con los sistemas de información de la superintendencia de vigilancia y seguridad privada.   bogotá",,,12871311200.0,12871311200.0,1516,C. inversion,Superintendencia de vigilancia y seguridad privada,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Salario,,,63759105982.0,63759105982.0,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,20067721062.399998,20067721062.399998,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,1475200174.8,1475200174.8,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,4158794191.2,4158794191.2,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,1137086433.252,1137086433.252,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,15356401242.5252,15356401242.5252,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,4083758826.4,4083758826.4,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),27663153966.8,,27663153966.8,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,6814210695.599999,6814210695.599999,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,2754400000.0,2754400000.0,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,1583780000.0,1583780000.0,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
Gastos de comercialización y producción,Gastos de comercialización y producción,Materiales y suministros,"Minerales; electricidad, gas y agua",,1950105559.6,1950105559.6,1519,A. funcionamiento,Hospital militar,15.0,Defensa y policía,Gestion general,151201
