Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año
Gastos de personal,Planta de personal permanente,Salario,,34208270800.0,,34208270800.0,1716,Funcionamiento,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,11388066800.0,,11388066800.0,1716,Funcionamiento,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2217292000.0,,2217292000.0,1716,Funcionamiento,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,23385885951.4148,,23385885951.4148,1716,Funcionamiento,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,28370320.0,,28370320.0,1716,Funcionamiento,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,487998425.2,,487998425.2,1716,Funcionamiento,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Restitución de tierras a víctimas del conflicto armado,Intersubsectorial agropecuario,"Implementación programa proyectos productivos  - acceso a instrumentos para el desarrollo productivo de las familias campesinas con restitución y posesión de sus predios, con el propósito de contribuir en la generación de ingresos  a nivel   nacional",,39577285000.0,,39577285000.0,1716,Inversión,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Restitución de tierras a víctimas del conflicto armado,Intersubsectorial agropecuario,Contribución a la mejora de la gestión del proceso de protección y restitución de las tierras y territorios despojados o abandonados forzosamente a nivel nacional  nacional,,186776396382.8268,,186776396382.8268,1716,Inversión,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Implementación de las tecnologías de información y comunicaciones para la renovación del territorio  nacional,,43586709394.426,,43586709394.426,1716,Inversión,Unidad administrativa especial de gestión de restitución de tierras despojadas,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Salario,,14909291760.0,,14909291760.0,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5428134641.599999,,5428134641.599999,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1213047400.4,,1213047400.4,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,6207336715.5976,,6207336715.5976,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),153882819.2,,153882819.2,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,1095793969.6,,1095793969.6,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,851110977.1999999,,851110977.1999999,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,394537501.6,,394537501.6,1717,Funcionamiento,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Servicio de la deuda pública externa,Principal,Préstamos,,135159794.8404,,135159794.8404,1717,Deuda,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Asistencia técnica y jurídica para la formalización de la pequeña propiedad privada rural a nivel  nacional,,68860000000.0,,68860000000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Asistencia jurídica y técnica para la regularización de la propiedad a nivel  nacional,,31675600000.0,,31675600000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Dotación  de tierras para garantizar los mecanismos de acceso a sujetos de reforma agraria a nivel  nacional,,118439200000.0,2065800000.0,120505000000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Elaboración de planes de ordenamiento social de la propiedad rural a nivel  nacional,,89518000000.0,,89518000000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Implementación del sistema integrado de tierras para la gestión del ordenamiento social de la propiedad a nivel   nacional,,17080542527.5804,,17080542527.5804,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Implementación del programa de legalización de tierras y fomento al desarrollo rural para comunidades indígenas a nivel  nacional,,46824800000.0,,46824800000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Ordenamiento social y uso productivo del territorio rural,Intersubsectorial agropecuario,Implementación  programa de legalización de tierras y fomento al desarrollo rural para comunidades negras a nivel   nacional,,23412400000.0,,23412400000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Fortalecimiento gestión integral del fondo documental de la agencia nacional de tierras nivel  nacional,,19280800000.0,,19280800000.0,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Fortalecimiento de la capacidad de gestión institucional  nacional,,16974725091.5176,,16974725091.5176,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,"Implementación y mejoramiento de la plataforma tecnológica para la gestión de la información misional, estratégica y de apoyo en la adr a nivel nacional  nacional",,1647670532.178,,1647670532.178,1717,Inversión,Agencia nacional de tierras - ant,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Salario,,13728258750.8,,13728258750.8,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,5019118636.4,,5019118636.4,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,1114859926.4,,1114859926.4,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,8172165582.9836,,8172165582.9836,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),184688028.8,,184688028.8,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,595289191.1999999,,595289191.1999999,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,851109600.0,,851109600.0,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,623973512.8,,623973512.8,1718,Funcionamiento,Agencia de desarrollo rural - adr,17.0,Agricultura y desarrollo rural,"Unidad de planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios upra",170106,2019
