,Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
1443,Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Actualización ampliación de la cobertura de telemetría y monitoreo de variables energéticas en las zonas no interconectadas.  nacional,,2912782920500,,2912782920500.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"2912,78"
1444,Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Inventario actualizar el inventario de los activos eléctricos del instituto de planificación y promoción de soluciones energéticas ipse   nacional,,91491664804,,91491664804.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"91,49"
1445,Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Distribución de subsidios para usuarios ubicados en zonas especiales del sistema interconectado  nacional,,173692464000,,173692464000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"173,69"
1446,Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Mejoramiento de la calidad y confiabilidad del servicio de energía eléctrica en los barrios subnormales ubicados en los municipios del sistema interconectado a nivel  nacional,,165594528000,,165594528000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"165,59"
1447,Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Suministro del servicio de energía eléctrica en las zonas no interconectadas – zni a nivel  nacional,,144908984000,,144908984000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"144,91"
1448,Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Mejoramiento del servicio de energia electrica en las zonas rurales del territorio  nacional,,186307616000,,186307616000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"186,31"
1449,Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Aprovechamiento de hidrocarburos en territorios social y ambientalmente sostenibles a nivel  nacional,,25682576480,,25682576480.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"25,68"
1450,Consolidación productiva del sector hidrocarburos,Intersubsectorial minas y energía,Fortalecimiento de la ciencia y tecnología para el sector hidrocarburos a nivel   nacional,,80476682000,,80476682000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"80,48"
1451,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento de los mecanismos de promoción del sector minero  nacional,,5500651566,,5500651566.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"5,5"
1452,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Mejoramiento  de las condiciones de trabajo de los mineros de subsistencia en el territorio nacional  nacional - [previo concepto dnp],,24324598749,,24324598749.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"24,32"
1453,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento gestión preventiva en el sector minero.  nacional,,4020982150,,4020982150.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"4,02"
1454,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Generación de conciencia a la comunidad sobre los beneficios de la minería a nivel  nacional,,11117107796,,11117107796.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"11,12"
1455,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Fortalecimiento del sector minero de pequeña escala.  nacional,,27880346921,,27880346921.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"27,88"
1456,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Generación de condiciones favorables de acceso al sistema financiero para la pequeña minería a nivel  nacional,,1086610800,,1086610800.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"1,09"
1457,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Generación de alternativas para la reconversión socio-laboral de los pequeños mineros  nacional - [previo concepto dnp],,12709683008,,12709683008.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"12,71"
1458,Consolidación productiva del sector minero,Intersubsectorial minas y energía,Implementación de acciones para aumentar la eficiencia en los procesos productivos de la minería de pequeña escala en el territorio.  nacional - [previo concepto dnp],,11429544621,,11429544621.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"11,43"
1459,Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Implementación de acciones para la adopción de prácticas de producción mas limpia en la población minera del país  nacional,,11017600000,,11017600000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"11,02"
1460,Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento en la gestión de conocimiento y uso compartido de información en temáticas sociales y ambientales para el sector minero energético y actores interesados en el ámbito  nacional,,3622036000,,3622036000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"3,62"
1461,Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Apoyo a las acciones de control de la explotación ilícita de minerales en el territorio   nacional,,13772000000,,13772000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"13,77"
1462,Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento para la reducción de emisiones de gases de efecto invernadero (gei) que afectan las actividades del sector minero energetico en el ámbito  nacional,,8386369056,,8386369056.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"8,39"
1463,Desarrollo ambiental sostenible del sector minero energético,Intersubsectorial minas y energía,Fortalecimiento para la reducción de la conflictividad socio ambiental frente a las actividades desarrolladas por  el sector minero energético en el territorio   nacional,,11499620000,,11499620000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"11,5"
1464,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la investigación y caracterización de materiales geológicos en territorio  nacional,,2159380740,,2159380740.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"2,16"
1465,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Ampliación del conocimiento del potencial mineral en el territorio  nacional,,1990054000,,1990054000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"1,99"
1466,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Ampliación del conocimiento geocientífico básico del territorio  nacional,,13394647200,,13394647200.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"13,39"
1467,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Investigación monitoreo y evaluación de amenazas geológicas del territorio  nacional,,433818000,,433818000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"0,43"
1468,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Investigación y desarrollo geocientífico de hidrocarburos en el territorio  nacional,,6511022044,,6511022044.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"6,51"
1469,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,"Contribución al desarrollo de la gestión y seguridad radiológica, nuclear e isotópica de los laboratorios e instalaciones del servicio geológico colombiano.  bogotá",,2685540000,,2685540000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"2,69"
1470,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,"Fortalecimiento de la participación, transparencia y colaboración de los ciudadanos y partes interesadas en la gestión del sector minero energético   nacional",,1633634640,,1633634640.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"1,63"
1471,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Fortalecimiento de la gestión sectorial hacia la integración de las actividades del sector minero energético en la planificación ambiental y territorial para el sector minero energético en el territorio  nacional,,4572304000,,4572304000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"4,57"
1472,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Implementación de acciones para la mitigación del riesgo de áreas afectadas por el sector minero energético en el territorio  nacional,,4131600000,,4131600000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"4,13"
1473,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Estudios sobre política y regulación energetíca  nacional,,1607178628,,1607178628.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"1,61"
1474,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Implantación modelo gestion de documentos electronicos de archivo en el ministerio de minas y energia  bogotá,,812548000,,812548000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"0,81"
1475,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Mejoramiento del modelo integrado de planeación y gestión en el ministerio de minas y energía  bogotá,,620015440,,620015440.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"0,62"
1476,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la infraestructura de respaldo de sistemas de información de misión crítica del ministerio de minas y energía y la comisión de regulación de energía y gas  nacional,,3793469856,,3793469856.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"3,79"
1477,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Actualización de dominios de tecnología del ministerio de minas y energía a nivel  nacional,,6968938355,,6968938355.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"6,97"
1478,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de los instrumentos de gestión documental  nacional,,2382704238,,2382704238.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"2,38"
1479,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento del sector minero energético a nivel  nacional,,40214817047,,40214817047.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"40,21"
1480,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Adecuación de la infraestructura física en las sedes del ministerio de minas y energía en  bogotá,,5391677260,,5391677260.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"5,39"
1481,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Fortalecimiento de la cultura organizacional del ministerio de minas y energía en  bogotá,,973680400,,973680400.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"0,97"
1482,Fortalecimiento de la gestión y dirección del sector minas y energía,Intersubsectorial minas y energía,Implementación del litigio de alto impacto en el ministerio de minas y energía...  nacional,,2330222400,,2330222400.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"2,33"
1483,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Asesoria para la planeación integral del sector minero energético a nivel   nacional,,608722400,,608722400.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"0,61"
1484,Gestión de la información en el sector minero energético,Intersubsectorial minas y energía,Asesoria para la investigación y proyección integrada de demanda minero energética.  nacional,,13307883600,,13307883600.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,2019,"13,31"
